ITEM;ÁREA;ITEM;DESCRIPCIÓN;ITEM;DESCRIPCIÓN;ITEM;;ITEM;PROCESO;DESCRIPCIÓN;UN;"Cantidad
1.7;MNO2;1.7.1;Movimiento de Tierras Estribos IX Etapa;1.7.1.1;TRATAMIENTO DE ESTRIBOS;1.7.1.1.3.D;VERDADERO;1.7.1.1.3;Relleno;Suministro y colocación de material arcilloso proveniente de empréstito externo;m3;95;;Relleno;95;;12-11-2024;16-11-2024;5;;0;0;0;0;0;0;0;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.7;MN2;1.7.1;Movimiento de Tierras Estribos IX Etapa;1.7.1.1;TRATAMIENTO DE ESTRIBOS;1.7.1.1.3.E;VERDADERO;1.7.1.1.3;Relleno;Suministro y colocación de material arcilloso proveniente de empréstito externo;m3;840;;Relleno;840;;26-06-2024;01-07-2024;6;;0;0;729;111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.7;MSO1;1.7.1;Movimiento de Tierras Estribos IX Etapa;1.7.1.1;TRATAMIENTO DE ESTRIBOS;1.7.1.1.3.F;VERDADERO;1.7.1.1.3;Relleno;Suministro y colocación de material arcilloso proveniente de empréstito externo;m3;95;;Relleno;95;;03-12-2025;08-12-2025;6;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;0;0;0;0;0;0;0
1.7;MS4;1.7.1;Movimiento de Tierras Estribos IX Etapa;1.7.1.1;TRATAMIENTO DE ESTRIBOS;1.7.1.1.5.A;VERDADERO;1.7.1.1.5;Excavación;Excavación en Roca ripable - Estribos;m3;0;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.7;MO;1.7.1;Movimiento de Tierras Estribos IX Etapa;1.7.1.1;TRATAMIENTO DE ESTRIBOS;1.7.1.1.5.B;VERDADERO;1.7.1.1.5;Excavación;Excavación en Roca ripable - Estribos;m3;0;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.7;MNO1;1.7.1;Movimiento de Tierras Estribos IX Etapa;1.7.1.1;TRATAMIENTO DE ESTRIBOS;1.7.1.1.5.C;VERDADERO;1.7.1.1.5;Excavación;Excavación en Roca ripable - Estribos;m3;0;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.7;MNO2;1.7.1;Movimiento de Tierras Estribos IX Etapa;1.7.1.1;TRATAMIENTO DE ESTRIBOS;1.7.1.1.5.D;VERDADERO;1.7.1.1.5;Excavación;Excavación en Roca ripable - Estribos;m3;0;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.7;MN2;1.7.1;Movimiento de Tierras Estribos IX Etapa;1.7.1.1;TRATAMIENTO DE ESTRIBOS;1.7.1.1.5.E;VERDADERO;1.7.1.1.5;Excavación;Excavación en Roca ripable - Estribos;m3;0;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.7;MSO1;1.7.1;Movimiento de Tierras Estribos IX Etapa;1.7.1.1;TRATAMIENTO DE ESTRIBOS;1.7.1.1.5.F;VERDADERO;1.7.1.1.5;Excavación;Excavación en Roca ripable - Estribos;m3;0;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.1;EBMN;10.1.1;Movimiento de tierras- Alimentación Eléctrica Estación Móvil Norte;10.1.1;Movimiento de tierras- Alimentación Eléctrica Estación Móvil Norte;10.1.1.1.1;VERDADERO;10.1.1.1.1;Excavación;Excavación en material común - en zanja alimentación eléctrica EBMN;m3;150;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.1;EBMN;10.1.1;Movimiento de tierras- Alimentación Eléctrica Estación Móvil Norte;10.1.1;Movimiento de tierras- Alimentación Eléctrica Estación Móvil Norte;10.1.1.1.1.A;VERDADERO;10.1.1.1.1;Excavación;Excavación en material común - en zanja alimentación eléctrica EBMN;m3;22815;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.1;EBMN;10.1.1;Movimiento de tierras- Alimentación Eléctrica Estación Móvil Norte;10.1.1;Movimiento de tierras- Alimentación Eléctrica Estación Móvil Norte;10.1.1.1.1.B;VERDADERO;10.1.1.1.1;Excavación;Excavación en material común - en zanja alimentación eléctrica EBMN;m3;3039;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.1;EBMN;10.1.1;Movimiento de tierras- Alimentación Eléctrica Estación Móvil Norte;10.1.1;Movimiento de tierras- Alimentación Eléctrica Estación Móvil Norte;10.1.1.1.2;VERDADERO;10.1.1.1.2;Excavación;Excavación en roca con medios mecánicos - en zanja Postes y Anclajes alimentación eléctrica EBMN;m3;35;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.1;EBMN;10.1.1;Movimiento de tierras- Alimentación Eléctrica Estación Móvil Norte;10.1.1;Movimiento de tierras- Alimentación Eléctrica Estación Móvil Norte;10.1.1.1.3;VERDADERO;10.1.1.1.3;Relleno;Rellenos no controlados con material común -  Postes y Anclajes  alimentación eléctrica EBMN;m3;220;;Relleno;220;;01-06-2024;02-06-2024;2;;0;0;220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.1;EBMN;10.1.1;Movimiento de tierras- Alimentación Eléctrica Estación Móvil Norte;10.1.1;Movimiento de tierras- Alimentación Eléctrica Estación Móvil Norte;10.1.1.1.4;VERDADERO;10.1.1.1.4;Relleno;Relleno con material seleccionado -  Postes y Anclajes  alimentación eléctrica EBMN;m3;230;;Relleno;230;;03-06-2024;04-06-2024;2;;0;0;230;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.1;EBMN;10.1.1;Movimiento de tierras- Alimentación Eléctrica Estación Móvil Norte;10.1.1;Movimiento de tierras- Alimentación Eléctrica Estación Móvil Norte;10.1.1.1.5;VERDADERO;10.1.1.1.5;Excavación;Excavación en roca ripable - en zanja amimentacion electrica EBMN;m3;232;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.1;MN1;10.1.1;Movimiento de tierras- Alimentación Eléctrica Estación Móvil Norte;10.1.1;Movimiento de tierras- Alimentación Eléctrica Estación Móvil Norte;10.1.1.2.1;VERDADERO;10.1.1.2.1;Perforación;Perforación en material común  con barreno  (diámetros > 050 m);m3;1;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.1;MN1;10.1.1;Movimiento de tierras- Alimentación Eléctrica Estación Móvil Norte;10.1.1;Movimiento de tierras- Alimentación Eléctrica Estación Móvil Norte;10.1.1.2.2;VERDADERO;10.1.1.2.2;Perforación;Perforación en roca  con barreno  (diámetros > 050 m) ;m3;1;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.2;EBMP;10.2.1;Movimiento de Tierras- Alimentación eléctrica Dren Muro Sur;10.2.1;Movimiento de Tierras- Alimentación eléctrica Dren Muro Sur;10.2.1.1.1;VERDADERO;10.2.1.1.1;Excavación;Excavación en material común - en zanja Alimentación eléctrica Dren Muro Sur;m3;0;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.2;EBMP;10.2.1;Movimiento de Tierras- Alimentación eléctrica Dren Muro Sur;10.2.1;Movimiento de Tierras- Alimentación eléctrica Dren Muro Sur;10.2.1.1.2;VERDADERO;10.2.1.1.2;Excavación;Excavacion en roca con medios mecánicos - en zanja Postes y Anclajes Alimentación eléctrica Dren Muro Sur;m3;0;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.2;EBMP;10.2.1;Movimiento de Tierras- Alimentación eléctrica Dren Muro Sur;10.2.1;Movimiento de Tierras- Alimentación eléctrica Dren Muro Sur;10.2.1.1.3;VERDADERO;10.2.1.1.3;Relleno;Relleno no controlado con material común -  Postes y Anclajes Alimentación eléctrica Dren Muro Sur;m3;0;;Relleno;0;;17-10-2024;17-10-2024;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.2;EBMP;10.2.1;Movimiento de Tierras- Alimentación eléctrica Dren Muro Sur;10.2.1;Movimiento de Tierras- Alimentación eléctrica Dren Muro Sur;10.2.1.1.4;VERDADERO;10.2.1.1.4;Relleno;Relleno con material seleccionado -  Postes y Anclajes Alimentación eléctrica Dren Muro Sur;m3;0;;Relleno;0;;17-10-2024;17-10-2024;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.2;EBMP;10.2.1;Movimiento de Tierras- Alimentación eléctrica Dren Muro Sur;10.2.1;Movimiento de Tierras- Alimentación eléctrica Dren Muro Sur;10.2.1.1.5;VERDADERO;10.2.1.1.5;Excavación;Excavación en roca ripable - en zanja Alimentacion electrica Dren Muro Sur ;m3;0;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.2;EBMP;10.2.1;Movimiento de Tierras- Alimentación eléctrica Dren Muro Sur;10.2.1;Movimiento de Tierras- Alimentación eléctrica Dren Muro Sur;10.2.1.2.1;VERDADERO;10.2.1.2.1;Perforación;Perforación en material común  con barreno  (diámetros > 050 m) - OPCIONAL;m3;0;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.2;EBMP;10.2.1;Movimiento de Tierras- Alimentación eléctrica Dren Muro Sur;10.2.1;Movimiento de Tierras- Alimentación eléctrica Dren Muro Sur;10.2.1.2.2;VERDADERO;10.2.1.2.2;Perforación;Perforación en roca  con barreno  (diámetros > 050 m) - OPCIONAL;m3;0;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.2;MSO1;10.2.4;Movimiento de Tierras- Alimentación eléctrica Dren Muro Sur Oriente 1;10.2.4;Movimiento de Tierras- Alimentación eléctrica Dren Muro Sur Oriente 1;10.2.4.1.1;VERDADERO;10.2.4.1.1;Excavación;Excavación en material común  - en zanja  Alimentación eléctrica Dren Muro Sur Oriente 1;m3;120;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.2;MSO1;10.2.4;Movimiento de Tierras- Alimentación eléctrica Dren Muro Sur Oriente 1;10.2.4;Movimiento de Tierras- Alimentación eléctrica Dren Muro Sur Oriente 1;10.2.4.1.2;VERDADERO;10.2.4.1.2;Excavación;Excavacion en roca con medios mecánicos - Postes y Anclajes  Alimentación eléctrica Dren Muro Sur Oriente 1;m3;25;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.2;MSO1;10.2.4;Movimiento de Tierras- Alimentación eléctrica Dren Muro Sur Oriente 1;10.2.4;Movimiento de Tierras- Alimentación eléctrica Dren Muro Sur Oriente 1;10.2.4.1.3;VERDADERO;10.2.4.1.3;Relleno;Relleno no controlado con material común -  Postes y Anclajes Alimentación eléctrica Dren Muro Sur;m3;150;;Relleno;150;;07-08-2025;09-08-2025;3;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0
10.2;MSO1;10.2.4;Movimiento de Tierras- Alimentación eléctrica Dren Muro Sur Oriente 1;10.2.4;Movimiento de Tierras- Alimentación eléctrica Dren Muro Sur Oriente 1;10.2.4.1.4;VERDADERO;10.2.4.1.4;Relleno;Relleno con material seleccionado -  Postes y Anclajes  Alimentación eléctrica Dren Muro Sur Oriente 1;m3;160;;Relleno;160;;09-08-2025;11-08-2025;3;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0;0;0;0;0;0;0;0;0
10.2;MSO1;10.2.4;Movimiento de Tierras- Alimentación eléctrica Dren Muro Sur Oriente 1;10.2.4;Movimiento de Tierras- Alimentación eléctrica Dren Muro Sur Oriente 1;10.2.4.1.5;VERDADERO;10.2.4.1.5;Excavación;Excavación en roca ripable - en zanja Alimentacion electrica Dren Muro Sur Oriente 1;m3;161;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.2;MSO1;10.2.4;Movimiento de Tierras- Alimentación eléctrica Dren Muro Sur Oriente 1;10.2.4;Movimiento de Tierras- Alimentación eléctrica Dren Muro Sur Oriente 1;10.2.4.2.1;VERDADERO;10.2.4.2.1;Excavación;Perforación en material común  con barreno  (diámetros > 050 m) - OPCIONAL;m3;0;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.2;MSO1;10.2.4;Movimiento de Tierras- Alimentación eléctrica Dren Muro Sur Oriente 1;10.2.4;Movimiento de Tierras- Alimentación eléctrica Dren Muro Sur Oriente 1;10.2.4.2.2;VERDADERO;10.2.4.2.2;Excavación;Perforación en roca  con barreno  (diámetros > 050 m) - OPCIONAL;m3;0;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.3;MS4;10.3.2;Movimiento de Tierra - BY PASS ALIMENTACIÓN A ESTACIÓN MÓVIL PRINCIPAL / MURO SUR;10.3.2;Movimiento de Tierra - BY PASS ALIMENTACIÓN A ESTACIÓN MÓVIL PRINCIPAL / MURO SUR;10.3.2.1.1;VERDADERO;10.3.2.1.1;Excavación;Excavación en material común  - en zanja Alimentación eléctrica  By Pass entre Línea 138 kV / Muro Sur;m3;60;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.3;MS4;10.3.2;Movimiento de Tierra - BY PASS ALIMENTACIÓN A ESTACIÓN MÓVIL PRINCIPAL / MURO SUR;10.3.2;Movimiento de Tierra - BY PASS ALIMENTACIÓN A ESTACIÓN MÓVIL PRINCIPAL / MURO SUR;10.3.2.1.2;VERDADERO;10.3.2.1.2;Excavación;Excavacion en roca con medios mecánicos - Postes y Anclajes  Alimentación eléctrica  By Pass entre Línea 138 kV / Muro Sur;m3;12;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.3;MS4;10.3.2;Movimiento de Tierra - BY PASS ALIMENTACIÓN A ESTACIÓN MÓVIL PRINCIPAL / MURO SUR;10.3.2;Movimiento de Tierra - BY PASS ALIMENTACIÓN A ESTACIÓN MÓVIL PRINCIPAL / MURO SUR;10.3.2.1.3;VERDADERO;10.3.2.1.3;Relleno;Relleno no controlado con material común -  Postes y Anclajes Alimentación eléctrica  By Pass entre Línea 138 kV / Muro Sur;m3;75;;Relleno;75;;15-05-2025;16-05-2025;2;;0;0;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.3;MS4;10.3.2;Movimiento de Tierra - BY PASS ALIMENTACIÓN A ESTACIÓN MÓVIL PRINCIPAL / MURO SUR;10.3.2;Movimiento de Tierra - BY PASS ALIMENTACIÓN A ESTACIÓN MÓVIL PRINCIPAL / MURO SUR;10.3.2.1.4;VERDADERO;10.3.2.1.4;Relleno;Relleno con material seleccionado -  Postes y Anclajes Alimentación eléctrica  By Pass entre Línea 138 kV / Muro Sur;m3;80;;Relleno;80;;16-05-2025;17-05-2025;2;;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.3;MS4;10.3.2;Movimiento de Tierra - BY PASS ALIMENTACIÓN A ESTACIÓN MÓVIL PRINCIPAL / MURO SUR;10.3.2;Movimiento de Tierra - BY PASS ALIMENTACIÓN A ESTACIÓN MÓVIL PRINCIPAL / MURO SUR;10.3.2.1.5;VERDADERO;10.3.2.1.5;Excavación;Excavación en roca ripable - en zanja Alimentacion electrica By Pass entre Linea 138 Kv/ Muro Sur;m3;78;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.1;MS4;11.1.1;Movimiento de tierras - línea de aducción;11.1.1;Movimiento de tierras - línea de aducción;11.1.1.1.1;VERDADERO;11.1.1.1.1;Excavación;Excavación en material común -  interferencia Tubería Aducción sección 2;m3;1555;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.1;MS4;11.1.1;Movimiento de tierras - línea de aducción;11.1.1;Movimiento de tierras - línea de aducción;11.1.1.1.2;VERDADERO;11.1.1.1.2;Excavación;Excavación en material común -  Tubería Aducción hacia EBMP sección 1;m3;588;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.1;MS4;11.1.1;Movimiento de tierras - línea de aducción;11.1.1;Movimiento de tierras - línea de aducción;11.1.1.1.3;VERDADERO;11.1.1.1.3;Relleno;Relleno masivo lastre - Modificación por interferencia Tubería Aducción;m3;3294;;Relleno;3294;;26-02-2025;28-02-2025;3;;0;0;0;0;0;0;0;0;0;0;3294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.1;MS4;11.1.1;Movimiento de tierras - línea de aducción;11.1.1;Movimiento de tierras - línea de aducción;11.1.1.1.4;VERDADERO;11.1.1.1.4;Relleno;Relleno cobertura - Extensión Tubería Aducción hacia EBMP;m3;588;;Relleno;588;;03-05-2025;05-05-2025;3;;0;0;0;0;0;0;0;0;0;0;0;0;0;588;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3.1;MN1;3.1.1;Movimiento de Tierra - Piezómetros MN;3.1.1.2;Rellenos - Extensión de piezómetros MN;3.1.1.2.1;VERDADERO;3.1.1.2.1;Pretil;Pretil de seguridad - piezómetros Casagrande MN;m3;30;;Relleno;30;;18-03-2025;20-03-2025;3;;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3.1;MN1;3.1.4;Perforaciones Piezómetros MN;3.1.4.2;Rellenos - Extensión de piezómetros MN;3.1.4.2.1;VERDADERO;3.1.4.2.1;Pretil;Pretil de seguridad - piezómetros cuerda vibrante MN;m3;4;;Relleno;4;;18-03-2025;19-03-2025;2;;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3.2;MN1;3.2.1;Movimiento de Tierra - Piezómetros MNO2;3.2.1.1;Rellenos - Extensión de piezómetros MNO2;3.2.1.1.1;VERDADERO;3.2.1.1.1;Pretil;Pretil de seguridad - piezómetros Casagrande MNO2;m3;8;;Relleno;8;;08-04-2025;09-04-2025;2;;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3.3;MNO1;3.3.1;Movimiento de Tierra - Piezómetros MNO1;3.3.1.1;Rellenos - Extensión de piezómetros MNO1;3.3.1.1.1;VERDADERO;3.3.1.1.1;Pretil;Pretil de seguridad - piezómetros Casagrande MNO1;m3;2;;Relleno;2;;10-12-2024;10-12-2024;1;;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3.4;MO;3.4.1;Movimiento de Tierra - Piezómetros MO;3.4.1.2;Rellenos - Extensión de piezómetros MO;3.4.1.2.1;VERDADERO;3.4.1.2.1;Pretil;Pretil de seguridad - Piezómetro Casagrande MO;m3;40;;Relleno;40;;06-06-2025;06-06-2025;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0
3.5;MS1;3.5.1;Piezómetro Casagrande MS;3.5.1.1;Rellenos - Extensión de piezómetros MS;3.5.1.1.1;VERDADERO;3.5.1.1.1;Pretil;Pretil de seguridad - Piezómetro Casagrande MS;m3;84;;Relleno;84;;13-11-2025;15-11-2025;3;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;0;0;0
3.5;MS4;3.5.4;Perforaciones Piezómetros MS;3.5.4.2;Rellenos - Extensión de piezómetros MS;3.5.4.2.1;VERDADERO;3.5.4.2.1;Pretil;Pretil de seguridad - Piezómetro Casagrande MS;m3;6;;Relleno;6;;23-11-2025;24-11-2025;2;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0
4.1;Pretil 2 Norte Sur 6.1.2T1;4.1.1;Movimiento de Tierrras Masivo - IX Etapa;4.1.1.1;Rellenos Conformación de Pretil 6.1.2 - Tramo 1;4.1.1.1.1;VERDADERO;4.1.1.1.1;Zampeado;Zampeado - Pretil 6.1.2;m3;148351;;Relleno;148351;;29-09-2024;08-12-2024;71;;0;0;0;0;0;2649;65698;63579;16425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4.1;Pretil 2 Norte Sur 6.1.2T1;4.1.1;Movimiento de Tierrras Masivo - IX Etapa;4.1.1.1;Rellenos Conformación de Pretil 6.1.2 - Tramo 1;4.1.1.1.2;VERDADERO;4.1.1.1.2;Relleno;Relleno masivo de Lastre - Pretil 6.1.2;m3;456872;;Relleno;456872;;23-12-2024;03-03-2025;71;;0;0;0;0;0;0;0;0;53846;202329;182749;17949;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4.1;Pretil 2 Norte Sur 6.1.2T1;4.1.1;Movimiento de Tierrras Masivo - IX Etapa;4.1.1.1;Rellenos Conformación de Pretil 6.1.2 - Tramo 1;4.1.1.1.2.A;VERDADERO;4.1.1.1.2;Relleno;Relleno masivo de Lastre - Pretil 6.1.2;m3;0;;Relleno;0;;03-03-2025;18-03-2025;16;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
